Longitude,Latitude,Community,IncorporationType,AreaType,Population,Source,Year
-147.7260063,61.79346959,Glacier View,CDP,Community,242,DCCED Certified,2020
-153.2836713,57.21341891,Old Harbor,2nd Class City,Community,176,DCCED Certified,2020
-160.5755186,55.98767639,Port Moller,Locality,Place of Interest,0,DCCED Certified,2020
-133.2026781,55.86896699,Naukati Bay,Unincorporated CDP,Community,137,DCCED Certified,2020
-154.7491854,59.4400057400001,Kokhanok,CDP,Community,159,DCCED Certified,2020
-160.4373192,66.9742028200001,Kiana,2nd Class City,Community,399,DCCED Certified,2020
-146.058332,65.05249638,Chena Hot Springs,Locality,Community,0,,2020
-136.2297476,57.9606687,Pelican,1st Class City,Community,69,DCCED Certified,2020
-152.5037,57.7381,Kodiak Station,CDP,Place of Interest,1218,DCCED Certified,2020
-155.4889493,64.7392281,Ruby,2nd Class City,Community,145,DCCED Certified,2020
-152.77029,58.0069396100001,Afognak,Locality,Place of Interest,0,DCCED Certified,2020
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,93,DCCED Certified,2020
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,DCCED Certified,2020
-154.4982735,59.55470038,Pope-Vannoy Landing,CDP,Place of Interest,5,DCCED Certified,2020
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,DCCED Certified,2020
-145.527782,62.1126684500001,Glennallen,Unincorporated CDP,Community,421,DCCED Certified,2020
-130.0255142,55.9157523000001,Hyder,Unincorporated CDP,Community,67,DCCED Certified,2020
-146.6817213,60.86848502,Tatitlek,Unincorporated CDP,Community,95,DCCED Certified,2020
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,DCCED Certified,2020
-144.4411179,61.5164902700001,Chitina,Unincorporated CDP,Community,97,DCCED Certified,2020
-133.9447988,56.9744498800001,Kake,1st Class City,Community,578,DCCED Certified,2020
-132.8235136,55.2059259000001,Hydaburg,1st Class City,Community,380,DCCED Certified,2020
-164.5298469,62.7769473800001,Emmonak,2nd Class City,Community,858,DCCED Certified,2020
-158.5479769,58.8345343,Clark's Point,2nd Class City,Community,59,DCCED Certified,2020
-160.1993288,62.65252995,Anvik,2nd Class City,Community,79,DCCED Certified,2020
-132.3836088,56.470404,Wrangell,Unified Home Rule Borough,Community,2379,DCCED Certified,2020
-163.6763889,64.895,Council,Locality,Place of Interest,0,DCCED Certified,2020
-142.9877619,63.3358964400001,Tok,Unincorporated CDP,Community,1187,DCCED Certified,2020
-145.8954491,64.1513819800001,Whitestone,Unincorporated CDP,Community,141,DCCED Certified,2020
-135.4431478,58.41682002,Excursion Inlet,CDP,Place of Interest,11,DCCED Certified,2020
-163.41049,64.68127766,White Mountain,2nd Class City,Community,187,DCCED Certified,2020
-161.7717709,60.7911992000001,Bethel,2nd Class City,Community,6179,DCCED Certified,2020
-149.0907414,64.56270921,Nenana,Home Rule City,Community,337,DCCED Certified,2020
-133.0960345,55.55450419,Klawock,1st Class City,Community,761,DCCED Certified,2020
-161.1290202,65.9776538400001,Buckland,2nd Class City,Community,465,DCCED Certified,2020
-149.6035519,61.62425754,Meadow Lakes,CDP,Community,9411,DCCED Certified,2020
-164.8520039,62.5310651300001,Nunam Iqua,2nd Class City,Community,222,DCCED Certified,2020
-132.99261,55.5286340000001,Klawock Lake,Unincorporated,Community,34,DCCED Certified,2020
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,DCCED Certified,2020
-158.1053547,64.7234193800001,Nulato,2nd Class City,Community,233,DCCED Certified,2020
-132.134714,56.17834671,Thoms Place,Locality,Place of Interest,0,DCCED Certified,2020
-134.6469956,56.2492376800001,Port Alexander,2nd Class City,Community,68,DCCED Certified,2020
-144.6018116,63.67518647,Dry Creek,Unincorporated CDP,Community,85,DCCED Certified,2020
-151.0827445,59.8127242100001,Razdolna Village,Locality,Place of Interest,0,DCCED Certified,2020
-156.3947017,65.70183545,Huslia,2nd Class City,Community,293,DCCED Certified,2020
-158.6190156,56.93007699,Port Heiden,2nd Class City,Community,106,DCCED Certified,2020
-155.4370226,61.3553888800001,Lime Village,Unincorporated CDP,Community,14,DCCED Certified,2020
-148.8773404,61.7095915900001,Sutton-Alpine,CDP,Community,1040,DCCED Certified,2020
-154.4366825,57.56248915,Karluk,CDP,Community,26,DCCED Certified,2020
-152.701315,66.55452803,Alatna,Unincorporated CDP,Community,18,DCCED Certified,2020
-154.8948002,59.72097095,Newhalen,2nd Class City,Community,208,DCCED Certified,2020
-146.5992937,64.37150719,Harding-Birch Lakes,CDP,Place of Interest,309,DCCED Certified,2020
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5439,DCCED Certified,2020
-145.7239404,63.9918179900001,Fort Greely,Unincorporated CDP,Place of Interest,502,DCCED Certified,2020
-145.4960007,63.0324502400001,Paxson,Unincorporated CDP,Community,35,DCCED Certified,2020
-157.0069244,58.71326678,South Naknek,CDP,Community,80,DCCED Certified,2020
-162.0881695,61.8814414300001,Marshall,2nd Class City,Community,447,DCCED Certified,2020
-162.7288422,66.07667336,Deering,2nd Class City,Community,162,DCCED Certified,2020
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,383,DCCED Certified,2020
-151.0430362,61.1721485100001,Beluga,CDP,Place of Interest,24,DCCED Certified,2020
-160.2806073,59.07512832,Twin Hills,Unincorporated CDP,Community,96,DCCED Certified,2020
-151.5320066,59.64718757,Homer,1st Class City,Community,5513,DCCED Certified,2020
-144.0667491,65.8266465400001,Circle,Unincorporated CDP,Community,83,DCCED Certified,2020
174.1121,52.7246000000001,Shemya Station,Unincorporated,Place of Interest,0,,2020
-163.0091377,69.7431228900001,Point Lay,CDP,Community,309,DCCED Certified,2020
-160.0657281,62.9064389100001,Grayling,2nd Class City,Community,189,DCCED Certified,2020
-134.5808463,57.4995695000001,Angoon,2nd Class City,Community,382,DCCED Certified,2020
-149.3482601,65.1521483400001,Minto,Unincorporated CDP,Community,155,DCCED Certified,2020
-149.3848482,61.61025377,Tanaina,CDP,Place of Interest,8740,DCCED Certified,2020
-161.1648736,64.9306613100001,Koyuk,2nd Class City,Community,312,DCCED Certified,2020
-164.0379401,59.9363864000001,Kipnuk,Unincorporated CDP,Community,701,DCCED Certified,2020
-151.1433954,61.06808705,Tyonek,CDP,Community,150,DCCED Certified,2020
-151.5575,59.6761111000001,Diamond Ridge,CDP,Community,1355,DCCED Certified,2020
-176.6402959,51.86824598,Adak Station,Unincorporated,Place of Interest,0,DCCED Certified,2020
-152.314687,63.88261006,Lake Minchumina,Unincorporated CDP,Place of Interest,14,DCCED Certified,2020
-156.8771232,64.7426528600001,Galena,1st Class City,Community,440,DCCED Certified,2020
-152.5822723,57.7055350000001,Womens Bay,CDP,Place of Interest,751,DCCED Certified,2020
-144.947406,61.7374181000001,Kenny Lake,Unincorporated CDP,Community,301,DCCED Certified,2020
-147.7592394,64.81107438,South Van Horn,CDP,Place of Interest,516,DCCED Certified,2020
-142.0352638,62.05966564,Chisana,Unincorporated CDP,Place of Interest,3,DCCED Certified,2020
-145.2412838,66.5661669,Fort Yukon,2nd Class City,Community,514,DCCED Certified,2020
-135.989808,59.3937181100001,Covenant Life,CDP,Place of Interest,78,DCCED Certified,2020
-149.248677,61.6932211800001,Fishhook,CDP,Community,4967,DCCED Certified,2020
-151.6751012,60.04305213,Ninilchik,CDP,Community,826,DCCED Certified,2020
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,DCCED Certified,2020
-147.1680556,61.9386111000001,Eureka Roadhouse,CDP,Place of Interest,24,DCCED Certified,2020
-150.6371652,64.9958868300001,Manley Hot Springs,Unincorporated CDP,Community,106,DCCED Certified,2020
-132.6500231,55.4822323000001,Hollis,Unincorporated CDP,Community,131,DCCED Certified,2020
173.1708002,52.82597479,Attu Station,Unincorporated CDP,Place of Interest,0,DCCED Certified,2020
-145.8179463,66.2629693000001,Birch Creek,Unincorporated CDP,Community,22,DCCED Certified,2020
-154.0016376,57.6368061800001,Uyak,Locality,Place of Interest,0,,2020
-158.621625,59.2792073700001,Aleknagik,2nd Class City,Community,237,DCCED Certified,2020
-158.4630788,59.0393744300001,Dillingham,1st Class City,Community,2226,DCCED Certified,2020
-154.0995667,59.78824382,Pedro Bay,CDP,Community,34,DCCED Certified,2020
-146.4218093,67.0167170700001,Venetie,Unincorporated CDP,Community,160,DCCED Certified,2020
-168.9517919,65.7583525100001,Diomede,2nd Class City,Community,84,DCCED Certified,2020
-144.6981839,63.99574441,Healy Lake,Unincorporated CDP,Community,20,DCCED Certified,2020
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,DCCED Certified,2020
-146.5882565,62.29986189,Lake Louise,CDP,Community,36,DCCED Certified,2020
-152.6494805,66.56004842,Allakaket,2nd Class City,Community,155,DCCED Certified,2020
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,DCCED Certified,2020
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,DCCED Certified,2020
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,8756,DCCED Certified,2020
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,DCCED Certified,2020
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,354,DCCED Certified,2020
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,5054,DCCED Certified,2020
-135.338623,57.0490212600001,Sitka,Unified Home Rule Borough,Community,8523,DCCED Certified,2020
-131.573307,55.1260739100001,Metlakatla,Indian reservation organized under federal law,Community,1321,DCCED Certified,2020
-157.7198137,58.9051910300001,Portage Creek,Unincorporated CDP,Place of Interest,1,DCCED Certified,2020
-135.8958758,59.40043417,Klukwan,Unincorporated CDP,Community,86,DCCED Certified,2020
-147.0383883,64.8772855300001,Two Rivers,CDP,Community,640,DCCED Certified,2020
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,DCCED Certified,2020
-161.7531971,60.7082335600001,Napaskiak,2nd Class City,Community,434,DCCED Certified,2020
-147.3971488,66.3603484600001,Beaver,Unincorporated CDP,Community,56,DCCED Certified,2020
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,DCCED Certified,2020
-149.0844382,66.00452448,Stevens Village,Unincorporated CDP,Community,33,DCCED Certified,2020
-133.3478063,57.46425365,Hobart Bay,CDP,Place of Interest,2,DCCED Certified,2020
-149.622229,60.91793289,Hope,CDP,Community,211,DCCED Certified,2020
-150.0108417,61.3551864900001,Point MacKenzie,CDP,Community,1746,DCCED Certified,2020
-148.8953863,63.39242527,Cantwell,CDP,Community,190,DCCED Certified,2020
-162.457405,60.8972172800001,Nunapitchuk,2nd Class City,Community,569,DCCED Certified,2020
-150.1119993,62.32317025,Talkeetna,CDP,Community,979,DCCED Certified,2020
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5566,DCCED Certified,2020
-174.2001988,52.1978076400001,Atka,2nd Class City,Community,47,DCCED Certified,2020
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,DCCED Certified,2020
-150.7970364,60.5370290800001,Sterling,CDP,Community,6094,DCCED Certified,2020
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4561,DCCED Certified,2020
-162.2914977,63.52380972,Stebbins,2nd Class City,Community,612,DCCED Certified,2020
-147.6183,64.9581000000001,Fox,CDP,Community,370,DCCED Certified,2020
-166.1928612,60.38649408,Mekoryuk,2nd Class City,Community,194,DCCED Certified,2020
-150.6338845,61.49836623,Susitna,CDP,Community,13,DCCED Certified,2020
-154.3280837,60.19602229,Port Alsworth,CDP,Community,216,DCCED Certified,2020
-151.454043,59.67334192,Ptarmigan Heights,Locality,Community,0,DCCED Certified,2020
-158.1058165,61.8704253700001,Crooked Creek,Unincorporated CDP,Community,75,DCCED Certified,2020
-149.8948474,61.21627757,Anchorage,Unified Home Rule Borough,Community,288970,DCCED Certified,2020
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,DCCED Certified,2020
-162.0294973,60.2189059200001,Eek,2nd Class City,Community,356,DCCED Certified,2020
-156.6676467,58.6813712700001,King Salmon,CDP,Community,286,DCCED Certified,2020
-162.2764121,60.8572982700001,Atmautluak,Unincorporated CDP,Community,353,DCCED Certified,2020
-151.4022394,60.2264313800001,Clam Gulch,CDP,Community,212,DCCED Certified,2020
-141.0457864,64.74518901,Eagle Village,Unincorporated CDP,Community,60,DCCED Certified,2020
-151.2013355,61.9677230600001,Skwentna,CDP,Place of Interest,28,DCCED Certified,2020
-132.4039292,55.5396225600001,Kasaan,2nd Class City,Community,104,DCCED Certified,2020
-164.7299664,60.4799803000001,Nightmute,2nd Class City,Community,304,DCCED Certified,2020
-163.4147388,54.8550308600001,False Pass,2nd Class City,Community,40,DCCED Certified,2020
-168.0549506,64.9610826800001,King Island,Unicorporated,Place of Interest,0,DCCED Certified,2020
-170.2822883,57.1203994800001,Saint Paul,2nd Class City,Community,387,DCCED Certified,2020
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,DCCED Certified,2020
-134.7336438,57.94151874,Cube Cove,Locality,Place of Interest,0,DCCED Certified,2020
-147.8794672,64.9273104000001,Goldstream,CDP,Community,3569,DCCED Certified,2020
-161.0468258,66.83334504,Noorvik,2nd Class City,Community,652,DCCED Certified,2020
-149.4392242,60.10312795,Seward,Home Rule City,Community,2509,DCCED Certified,2020
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,DCCED Certified,2020
-150.1075,67.4100000000001,Wiseman,Unincorporated CDP,Place of Interest,12,DCCED Certified,2020
-149.1453354,61.64000731,Farm Loop,CDP,Place of Interest,2568,DCCED Certified,2020
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,DCCED Certified,2020
-141.9341786,62.9617709300001,Northway,Unincorporated CDP,Place of Interest,251,DCCED Certified,2020
-161.9006125,59.7514267400001,Quinhagak,2nd Class City,Community,713,DCCED Certified,2020
-145.1737915,63.8871444900001,Deltana,Unincorporated CDP,Community,2251,DCCED Certified,2020
-143.6128541,70.1266124700001,Kaktovik,2nd Class City,Community,230,DCCED Certified,2020
-162.8870639,59.9594387400001,Kongiganak,Unincorporated CDP,Community,503,DCCED Certified,2020
-149.807094,61.2570600000001,Joint Base Elmendorf-Richardson,Locality,Place of Interest,12222,DCCED Certified,2020
-156.0361136,57.5677538,Kanatak,Locality,Place of Interest,0,DCCED Certified,2020
-150.0435938,62.1312135000001,Susitna North,CDP,Place of Interest,1722,DCCED Certified,2020
-146.7789165,61.9898422000001,Nelchina,Unincorporated CDP,Community,59,DCCED Certified,2020
-149.2399694,61.5740853200001,Gateway,CDP,Community,5846,DCCED Certified,2020
-151.0965811,59.7942847800001,Voznesenka Village,Locality,Place of Interest,0,DCCED Certified,2020
-141.9336488,64.0726259100001,Chicken,Unincorporated CDP,Place of Interest,4,DCCED Certified,2020
-161.4490947,60.91380831,Akiachak,Unincorporated CDP,Community,724,DCCED Certified,2020
-143.9699392,62.7065704,Slana,Unincorporated CDP,Community,112,DCCED Certified,2020
-160.5511769,55.2413504,Squaw Harbor,Locality,Place of Interest,0,DCCED Certified,2020
-166.0964332,61.5308796900001,Hooper Bay,2nd Class City,Community,1193,DCCED Certified,2020
-164.2803406,60.1580149500001,Chefornak,2nd Class City,Community,433,DCCED Certified,2020
-151.2568467,60.3249378400001,Kasilof,CDP,Community,532,DCCED Certified,2020
-160.4980901,55.34090243,Sand Point,1st Class City,Community,880,DCCED Certified,2020
-161.2018498,56.0012060400001,Nelson Lagoon,CDP,Community,34,DCCED Certified,2020
-166.4922015,65.3344880500001,Brevig Mission,2nd Class City,Community,434,DCCED Certified,2020
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,DCCED Certified,2020
-151.3334305,60.61773773,Salamatof,CDP,Community,1157,DCCED Certified,2020
-157.2856959,59.7264073700001,Koliganek,Unincorporated CDP,Community,194,DCCED Certified,2020
-145.1850849,61.7999571,Willow Creek,Unincorporated CDP,Place of Interest,220,DCCED Certified,2020
-157.478047,59.3502442700001,Ekwok,2nd Class City,Community,107,DCCED Certified,2020
-147.1505301,64.70862307,Moose Creek,CDP,Community,611,DCCED Certified,2020
-152.5836703,58.4904418200001,Port William,Locality,Place of Interest,0,DCCED Certified,2020
-152.3573994,57.7792462300001,Woody Island,Locality,Place of Interest,0,,2020
-176.6402959,51.86824598,Adak,2nd Class City,Community,290,DCCED Certified,2020
-170.4840268,63.6929776000001,Savoonga,2nd Class City,Community,712,DCCED Certified,2020
-131.6373989,55.6028174200001,Loring,CDP,Place of Interest,2,DCCED Certified,2020
-157.3112886,59.4515508600001,New Stuyahok,2nd Class City,Community,491,DCCED Certified,2020
-143.0117859,62.37195602,Nabesna,Unincorporated CDP,Place of Interest,4,DCCED Certified,2020
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,DCCED Certified,2020
-154.2582191,66.0458727800001,Hughes,2nd Class City,Community,81,DCCED Certified,2020
-149.1179,64.6003000000001,Four Mile Road,Unincorporated CDP,Community,34,DCCED Certified,2020
-131.6480233,55.3424333300001,Ketchikan,Home Rule City,Community,8040,DCCED Certified,2020
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,DCCED Certified,2020
-143.7278962,66.65040098,Chalkyitsik,Unincorporated CDP,Community,66,DCCED Certified,2020
-149.3682771,60.4864352800001,Moose Pass,CDP,Community,246,DCCED Certified,2020
-159.05493,58.97954187,Manokotak,2nd Class City,Community,490,DCCED Certified,2020
-141.2075972,64.7889396800001,Eagle,2nd Class City,Community,72,DCCED Certified,2020
-148.4788125,61.79624012,Chickaloon,CDP,Community,261,DCCED Certified,2020
-142.9237002,61.43287967,McCarthy,Unincorporated CDP,Community,35,DCCED Certified,2020
-151.3195796,60.36911853,Cohoe,CDP,Community,1548,DCCED Certified,2020
-150.9159762,59.8535156300001,Fox River,CDP,Place of Interest,668,DCCED Certified,2020
-150.7679026,62.4964964500001,Petersville,CDP,Community,7,DCCED Certified,2020
-151.919921,59.3544344900001,Nanwalek,CDP,Community,273,DCCED Certified,2020
-133.6072167,56.3223510700001,Port Protection,Unincorporated CDP,Community,31,DCCED Certified,2020
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,DCCED Certified,2020
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,DCCED Certified,2020
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,DCCED Certified,2020
-161.5822568,59.1182251700001,Goodnews Bay,2nd Class City,Community,277,DCCED Certified,2020
-149.808407,60.4948727600001,Cooper Landing,CDP,Community,275,DCCED Certified,2020
-132.9777041,56.81669536,Kupreanof,2nd Class City,Community,17,DCCED Certified,2020
-154.8575714,59.9678738700001,Nondalton,2nd Class City,Community,119,DCCED Certified,2020
-149.3695472,60.41930962,Crown Point,CDP,Community,68,DCCED Certified,2020
-157.399544,57.51228753,Ugashik,CDP,Place of Interest,12,DCCED Certified,2020
-149.8014267,61.6312394,Houston,2nd Class City,Community,2119,DCCED Certified,2020
-136.3454861,58.19391484,Elfin Cove,Unincorporated CDP,Community,9,DCCED Certified,2020
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,DCCED Certified,2020
-163.7262756,62.08954141,Mountain Village,2nd Class City,Community,753,DCCED Certified,2020
-151.8317244,59.3515619300001,Port Graham,CDP,Community,182,DCCED Certified,2020
-165.5905277,61.5286181800001,Chevak,2nd Class City,Community,994,DCCED Certified,2020
-144.0493401,63.65559219,Dot Lake Village,Unincorporated CDP,Place of Interest,47,DCCED Certified,2020
-163.175161,62.0514716000001,Saint Mary's,1st Class City,Community,569,DCCED Certified,2020
-147.9767933,64.85543162,Ester,CDP,Community,2439,DCCED Certified,2020
-149.4965677,61.40880422,Birchwood,Locality,Place of Interest,0,,2020
-148.9409266,61.4971211500001,Knik River,CDP,Community,857,DCCED Certified,2020
-151.8317244,59.3515619300001,Port Graham,Census Designated Place,Community,160,DCCED Certified,2021
-160.4373192,66.9742028200001,Kiana,2nd Class City,Community,433,DCCED Certified,2021
-135.3116911,59.45573152,Municipality of Skagway,1st Class Borough,Community,1203,DCCED Certified,2021
-150.0512588,62.44980587,Chase,Census Designated Place,Community,19,DCCED Certified,2021
-152.2228178,57.61797554,Chiniak,Census Designated Place,Place of Interest,51,DCCED Certified,2021
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,Pile Bay is a former village site that is no longer populated.,2021
-158.4630788,59.0393744300001,Dillingham,1st Class City,Community,2209,DCCED Certified,2021
-165.4085599,64.49808969,Nome,1st Class City,Community,3524,DCCED Certified,2021
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2021
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2021
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,361,DCCED Certified,2021
-161.1648736,64.9306613100001,Koyuk,2nd Class City,Community,307,DCCED Certified,2021
-141.010596,62.6221071900001,Alcan Border,Unincorporated Census Designated Place,Place of Interest,39,DCCED Certified,2021
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,Population is counted as part of the Ketchikan Gateway Borough.,2021
-147.4881462,64.8923484100001,Steele Creek,Census Designated Place,Place of Interest,6381,DCCED Certified,2021
-149.3155438,61.5875606000001,South Lakes,Census Designated Place,Place of Interest,5173,,2021
-154.8948002,59.72097095,Newhalen,2nd Class City,Community,178,DCCED Certified,2021
-151.0965811,59.7942847800001,Voznesenka Village,Locality,Place of Interest,0,DCCED Certified,2021
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated Census Designated Place,Community,380,DCCED Certified,2021
-154.8575714,59.9678738700001,Nondalton,2nd Class City,Community,129,DCCED Certified,2021
-145.1737915,63.8871444900001,Deltana,Unincorporated Census Designated Place,Community,2342,DCCED Certified,2021
-151.1425755,60.4866414200001,Kalifornsky,Census Designated Place,Community,8564,DCCED Certified,2021
-148.3372,70.2553,Prudhoe Bay,Census Designated Place,Place of Interest,1293,DCCED Certified,2021
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2438,2021 Department of Labor Estimates (Census Tract),2021
-143.0117859,62.37195602,Nabesna,Unincorporated Census Designated Place,Place of Interest,1,DCCED Certified,2021
-163.5565366,63.0331139900001,Kotlik,2nd Class City,Community,639,DCCED Certified,2021
-144.947406,61.7374181000001,Kenny Lake,Unincorporated Census Designated Place,Community,299,DCCED Certified,2021
-152.8810386,58.0041020100001,Aleneva,Census Designated Place,Place of Interest,8,DCCED Certified,2021
-141.2075972,64.7889396800001,Eagle,2nd Class City,Community,76,DCCED Certified,2021
-145.1796574,61.66126868,Tonsina,Unincorporated Census Designated Place,Place of Interest,53,DCCED Certified,2021
-159.1433925,55.91158561,Perryville,Census Designated Place,Community,87,DCCED Certified,2021
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,114,DCCED Certified,2021
-145.8179463,66.2629693000001,Birch Creek,Unincorporated Census Designated Place,Community,32,DCCED Certified,2021
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,1,2021 Department of Labor Estimates,2021
-150.1718169,65.5033866300001,Rampart,Unincorporated Census Designated Place,Community,62,DCCED Certified,2021
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4449,DCCED Certified,2021
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,1,2021 Department of Labor Estimates,2021
-154.0016376,57.6368061800001,Uyak,Locality,Place of Interest,1,2021 Department of Labor Estimates,2021
-145.527782,62.1126684500001,Glennallen,Unincorporated Census Designated Place,Community,437,DCCED Certified,2021
-135.3750052,59.1599890900001,Mud Bay,Census Designated Place,Place of Interest,203,DCCED Certified,2021
-147.412615,64.80456701,Badger,Census Designated Place,Place of Interest,19000,DCCED Certified,2021
-161.9278208,65.9126150000001,Candle,Locality,Place of Interest,0,Candle is an uninhabited area in the Northwest Borough.,2021
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,131,2021 Department of Labor Estimates,2021
-162.3112663,55.0595082400001,King Cove,1st Class City,Community,855,DCCED Certified,2021
-146.1129134,62.09714581,Tolsona,Unincorporated Census Designated Place,Community,29,DCCED Certified,2021
-148.9409266,61.4971211500001,Knik River,Census Designated Place,Community,841,DCCED Certified,2021
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,Canyon Village is currently uninhabited. (ANVSA July 2021 Estimate),2021
-143.6128541,70.1266124700001,Kaktovik,2nd Class City,Community,266,DCCED Certified,2021
-145.4960007,63.0324502400001,Paxson,Unincorporated Census Designated Place,Community,27,DCCED Certified,2021
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,250,DCCED Certified,2021
-149.8014267,61.6312394,Houston,2nd Class City,Community,1989,DCCED Certified,2021
-142.9877619,63.3358964400001,Tok,Unincorporated Census Designated Place,Community,1263,DCCED Certified,2021
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,Ayakulik is an abandoned village and is currently uninhabited.,2021
-143.7975818,62.92939878,Mentasta Lake,Unincorporated Census Designated Place,Community,118,DCCED Certified,2021
-134.6469956,56.2492376800001,Port Alexander,2nd Class City,Community,61,DCCED Certified,2021
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,Ohogamiut is currently uninhabited (ANVSA July 2021 Estimate),2021
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,Population is counted as part of Anchorage.,2021
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,Population is counted as part of the Haines Borough.,2021
-135.4422105,58.08906326,Whitestone Logging Camp,Unincorporated Census Designated Place,Place of Interest,2,DCCED Certified,2021
-148.5485005,65.5228139800001,Livengood,Unincorporated Census Designated Place,Place of Interest,20,DCCED Certified,2021
-158.7630842,56.25373123,Chignik Lake,Census Designated Place,Community,63,DCCED Certified,2021
-131.6373989,55.6028174200001,Loring,Census Designated Place,Place of Interest,0,DCCED Certified,2021
-149.1157308,64.0170859300001,Ferry,Census Designated Place,Place of Interest,17,DCCED Certified,2021
-163.0091377,69.7431228900001,Point Lay,Census Designated Place,Community,308,DCCED Certified,2021
-151.6131147,59.81132569,Nikolaevsk,Census Designated Place,Community,343,DCCED Certified,2021
-151.4527343,59.66696928,Kachemak,2nd Class City,Community,620,DCCED Certified,2021
-133.0846458,55.5574327800001,Big Salt,Unincorporated,Community,27,DCCED Certified,2021
-156.0619525,62.9879595200001,Takotna,Unincorporated Census Designated Place,Community,56,DCCED Certified,2021
-158.0075,62.4536000000001,Flat,Unincorporated Census Designated Place,Place of Interest,0,DCCED Certified,2021
-145.7601749,60.54406292,Cordova,Home Rule City,Community,2545,DCCED Certified,2021
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2021
-149.3525898,60.3576311800001,Primrose,Census Designated Place,Community,89,DCCED Certified,2021
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,69,DCCED Certified,2021
-162.7149874,55.2065679500001,Cold Bay,2nd Class City,Community,54,DCCED Certified,2021
-152.314687,63.88261006,Lake Minchumina,Unincorporated Census Designated Place,Place of Interest,37,DCCED Certified,2021
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,Copperville was a Census Designated Place in 2000.  The area is now part of the Tazlina CDP.,2021
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,178,DCCED Certified,2021
-161.0468258,66.83334504,Noorvik,2nd Class City,Community,640,DCCED Certified,2021
-156.7610097,71.2893977300001,Utqiagvik,1st Class City,Community,4877,DCCED Certified,2021
-151.5057845,66.92462485,Evansville,Unincorporated Census Designated Place,Place of Interest,12,DCCED Certified,2021
