Longitude,Latitude,Community,School,SchoolDistrict,Year,In_Cohort,Graduates,GraduationRate,K8Enrollment,HSEnrollment,TotalEnrollmentK12,Is_HighSchool,TotalTeacherCount,StudentTeacherRatio
-147.692754975,64.8469044560001,Fairbanks,Nordale Elementary,Fairbanks North Star Borough School District,2018,,,,347,0,347,No,20,18.1
-147.349404649,64.752034166,North Pole,North Pole Elementary,Fairbanks North Star Borough School District,2018,,,,464,0,464,No,26,19.47
-147.369240531,64.746408563,North Pole,North Pole High School,Fairbanks North Star Borough School District,2018,164,149,0.9085,0,713,713,Yes,39,18.68
-147.342700408,64.7468307520001,North Pole,North Pole Middle School,Fairbanks North Star Borough School District,2018,,,,594,0,594,No,34,17.57
-149.835703339,61.1655222860001,Anchorage,Northern Lights ABC K-8 School,Anchorage School District,2018,,,,628,0,628,No,33,21.36
-149.92523066,61.1764339700001,Anchorage,Northwood ABC,Anchorage School District,2018,,,,294,0,294,No,27,14.98
-150.994302625,70.2196389530001,Nuiqsut,Nuiqsut Trapper School,North Slope Borough School District,2018,5,2,0.4,112,30,142,Yes,13,12.92
-149.776062485,61.2033240760001,Anchorage,Nunaka Valley Elementary,Anchorage School District,2018,,,,208,0,208,No,20,14.87
-151.738646316,68.1398231890001,Anaktuvuk Pass,Nunamiut School,North Slope Borough School District,2018,6,4,0.6667,67,22,89,Yes,10,10.4
-166.189113044,60.386421543,Mekoryuk,Nuniwarmiut School,Lower Kuskokwim School District,2018,1,1,1.0,35,9,44,Yes,4,12.89
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,Northwest Arctic Borough School District,2018,9,0,0.0,13,30,43,Yes,1,172
-149.877140821,61.1128359960001,Anchorage,Ocean View Elementary,Anchorage School District,2018,,,,421,0,421,No,28,18.31
-153.305943385,57.203522816,Old Harbor,Old Harbor School,Kodiak Island Borough School District,2018,1,1,1.0,24,3,27,Yes,5,5.41
-149.76837989,61.1201867300001,Anchorage,O'Malley Elementary,Anchorage School District,2018,,,,304,0,304,No,22,16.43
-149.828326855,61.2366296760001,Joint Base Elmendorf-Richardson,Orion Elementary School,Anchorage School District,2018,,,,270,0,270,No,19,17.97
-152.507075054,57.9224670450001,Ouzinkie,Ouzinkie School,Kodiak Island Borough School District,2018,0,0,,12,8,20,Yes,2,10
-133.137700405,55.4764042050001,Craig,PACE Correspondence,Craig City School District,2018,16,4,0.25,187,54,241,Yes,8,67.13
-135.330398162,57.0514600210001,Sitka,Pacific High School,Sitka School District,2018,5,2,0.4,0,30,30,Yes,5,7.14
-149.894460123,61.2122716040001,Anchorage,PAIDEIA Cooperative School,Anchorage School District,2018,31,19,0.6129,42,95,137,Yes,5,47.08
-149.137245816,61.60511734,Palmer,Palmer High School,Matanuska-Susitna Borough School District,2018,178,159,0.8933,0,775,775,Yes,42,18.67
-149.110623738,61.5934414210001,Knik River,Palmer Middle School,Matanuska-Susitna Borough School District,2018,,,,573,0,573,No,30,19.63
-151.506226441,59.6523420660001,Homer,Paul Banks Elementary,Kenai Peninsula Borough School District,2018,,,,184,0,184,No,19,13.43
-165.251389247,60.5861726050001,Tununak,Paul T. Albert Memorial School,Lower Kuskokwim School District,2018,9,6,0.6667,75,31,106,Yes,8,13.43
-147.814689928,64.891304543,Fox,Pearl Creek Elementary,Fairbanks North Star Borough School District,2018,,,,485,0,485,No,29,17.24
-136.221968419,57.9567709660001,Pelican,Pelican School,Pelican City School District,2018,0,0,,7,1,8,Yes,1,10.39
-159.143388561,55.9115882410001,Perryville,Perryville School,Lake and Peninsula Borough School District,2018,2,1,0.5,15,4,19,Yes,4,7.1
-132.955196964,56.8149337150001,Petersburg,Petersburg High School,Petersburg Borough School District,2018,48,43,0.8958,0,151,151,Yes,14,14.63
-152.389922889,57.796151803,Womens Bay,Peterson Elementary,Kodiak Island Borough School District,2018,,,,226,0,226,No,18,13.92
-157.573528219,57.5640691200001,Pilot Point,Pilot Point School,Lake and Peninsula Borough School District,2018,1,0,0.0,11,1,12,Yes,3,7.18
-162.891986295,61.9361528850001,Pilot Station,Pilot Station School,Lower Yukon School District,2018,13,9,0.6923,150,40,190,Yes,12,15.92
-149.242181994,61.602441792,Wasilla,Pioneer Peak Elementary,Matanuska-Susitna Borough School District,2018,,,,424,0,424,No,25,17.71
-131.821059005,55.4696945170001,Ward Cove,Point Higgins School,Ketchikan Gateway Borough School District,2018,,,,269,0,269,No,17,17.88
-149.853905633,61.164839429,Anchorage,Polaris K-12 School,Anchorage School District,2018,28,28,1.0,343,139,482,Yes,29,19.13
-134.646820433,56.249449413,Port Alexander,Port Alexander School,Southeast Island School District,2018,0,0,,9,1,10,Yes,4,4.76
-151.831746162,59.351563378,Port Graham,Port Graham School,Kenai Peninsula Borough School District,2018,2,2,1.0,26,7,33,Yes,5,13.58
-152.878885005,57.869191619,Port Lions,Port Lions School,Kodiak Island Borough School District,2018,0,0,,5,1,6,Yes,1,6
-149.765486005,61.2142304290001,Anchorage,Ptarmigan Elementary,Anchorage School District,2018,,,,413,0,413,No,31,15.11
-161.771387176,60.7226473150001,Oscarville,Qugcuun Memorial School,Lower Kuskokwim School District,2018,1,0,0.0,8,7,15,Yes,2,12.5
-149.834997725,61.0966455290001,Rabbit Creek,Rabbit Creek Elementary,Anchorage School District,2018,,,,479,0,479,No,32,17.55
-132.952887582,56.814255223,Petersburg,Rae C. Stedman Elementary,Petersburg Borough School District,2018,,,,225,0,225,No,17,14.87
-150.171843563,65.5033879310001,Rampart,Rampart School,Yukon-Koyukuk School District,2018,0,0,,10,2,12,Yes,2,6
-150.171843563,65.5033879310001,Rampart,Rampart School,Yukon-Koyukuk School District,2018,0,0,,10,2,12,Yes,2,6
-150.171843563,65.5033879310001,Rampart,Rampart School,Yukon-Koyukuk School District,2018,0,0,,10,2,12,Yes,2,6
-150.171843563,65.5033879310001,Rampart,Rampart School,Yukon-Koyukuk School District,2018,0,0,,10,2,12,Yes,2,6
-147.748969553,64.856190789,Ptarmigan Heights,Randy Smith Middle School,Fairbanks North Star Borough School District,2018,,,,295,0,295,No,18,16.39
-147.826906478,64.835896011,Alatna,Raven School,Yukon-Koyukuk School District,2018,184,94,0.5109,904,562,1466,Yes,12,133.48
-149.504871161,61.3057585290001,Eagle River,Ravenwood Elementary,Anchorage School District,2018,,,,448,0,448,No,30,17.94
-151.082766642,59.8127257510001,Homer,Razdolna School,Kenai Peninsula Borough School District,2018,1,0,0.0,71,21,92,Yes,9,14.01
-151.09983,60.4883679540001,Funny River,Redoubt Elementary,Kenai Peninsula Borough School District,2018,,,,338,0,338,No,24,16.12
-131.682839533,55.354567574,Ward Cove,Revilla Jr/Sr High School,Ketchikan Gateway Borough School District,2018,37,26,0.7027,23,84,107,Yes,8,13.38
-131.575545577,55.127776818,Metlakatla,Richard Johnson Elementary,Annette Island School District,2018,,,,176,0,176,No,14,13.64
-149.848268251,61.161942611,Anchorage,Rilke Schule Charter School,Anchorage School District,2018,,,,501,0,501,No,30,18.4
-151.101342205,60.4579201330001,Soldotna,River City Academy,Kenai Peninsula Borough School District,2018,8,5,0.625,25,60,85,Yes,10,12.67
-151.101342205,60.4579201330001,Soldotna,River City Academy,Kenai Peninsula Borough School District,2018,8,5,0.625,25,60,85,Yes,10,12.67
-134.590964208,58.3748187080001,Juneau,Riverbend Elementary,Juneau School District,2018,,,,291,0,291,No,27,13.16
-161.592006259,59.12199938,Goodnews Bay,Rocky Mountain School,Lower Kuskokwim School District,2018,5,3,0.6,52,9,61,Yes,6,12.2
-149.855874083,61.1937975490001,Anchorage,Rogers Park Elementary,Anchorage School District,2018,,,,549,0,549,No,33,17.72
-149.914818,61.198127631,Anchorage,Romig Middle School,Anchorage School District,2018,,,,771,0,771,No,41,19.41
-149.799862548,61.200780744,Anchorage,Russian Jack Elementary,Anchorage School District,2018,,,,337,0,337,No,38,10.77
-161.323528976,61.7858189350001,Russian Mission,Russian Mission School,Lower Yukon School District,2018,6,1,0.1667,103,22,125,Yes,8,15.63
-147.735757271,64.8344694400001,South Van Horn,Ryan Middle School,Fairbanks North Star Borough School District,2018,,,,371,0,371,No,23,16.13
-149.874236425,61.1697223790001,Anchorage,S.A.V.E. High School,Anchorage School District,2018,106,24,0.2264,0,160,160,Yes,9,18.98
-163.181247193,62.0522412600001,Saint Mary's,Saint Mary's School,Saint Mary's School District,2018,12,8,0.6667,144,38,182,Yes,15,13.7
-146.977235336,64.4824264980001,Harding-Birch Lakes,Salcha Elementary,Fairbanks North Star Borough School District,2018,,,,70,0,70,No,6,12
-149.953858914,61.1526281270001,Anchorage,Sand Lake Elementary,Anchorage School District,2018,,,,654,0,654,No,43,17.28
