Longitude,Latitude,Community,School,SchoolDistrict,Year,In_Cohort,Graduates,GraduationRate,K8Enrollment,HSEnrollment,TotalEnrollmentK12,Is_HighSchool,TotalTeacherCount,StudentTeacherRatio
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,Anchorage School District,2015,,,,379,0,379,No,20,19.1
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,Fairbanks North Star Borough School District,2015,,,,520,0,520,No,30,18.7
-145.535539814,68.128457736,Arctic Village,Arctic Village School,Yukon Flats School District,2015,3,0,0.0,29,6,35,Yes,5,6.7
-161.817283577,59.0120067350001,Platinum,Arviq School,Lower Kuskokwim School District,2015,0,0,,14,4,18,Yes,3,7.7
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,Juneau School District,2015,,,,355,0,355,No,25,16.7
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,Kuspuk School District,2015,,,,73,0,73,No,6,13.4
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,Kenai Peninsula Borough School District,2015,,,,187,0,187,No,12,15.9
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,Anchorage School District,2015,,,,260,0,260,No,23,12.8
-149.886960889,61.217884736,Anchorage,Avail School,(Not Available),2015,52,17,0.3269,0,61,61,Yes,(Not Available),(Not Available)
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,Lower Kuskokwim School District,2015,13,10,0.7692,130,40,170,Yes,14,12.9
-161.770558516,60.8021066650001,Bethel,Ayaprun Elitnaurvik,Lower Kuskokwim School District,2015,,,,177,0,177,No,13,13.4
-164.629415852,60.9368670550001,Newtok,Ayaprun School,Lower Kuskokwim School District,2015,8,4,0.5,103,30,133,Yes,10,14.4
-147.412614955,64.804567008,North Pole,Badger Road Elementary,(Not Available),2015,,,,472,0,472,No,(Not Available),(Not Available)
-135.330701829,57.053022711,Sitka,Baranof Elementary,Sitka School District,2015,,,,228,0,228,No,22,11.4
-147.730151139,64.8381687610001,Fairbanks,Barnette Magnet School,Fairbanks North Star Borough School District,2015,,,,417,0,417,No,31,14.4
-156.769160076,71.2893237750001,Utqiagvik,Barrow High School,North Slope Borough School District,2015,33,33,1.0,0,233,233,Yes,19,12.4
-132.40506918,55.539843181,Kasaan,Barry Craig Stewart Kasaan School,Southeast Island School District,2015,1,1,1.0,10,2,12,Yes,2,11.4
-149.733125608,61.232239656,Joint Base Elmendorf-Richardson,Bartlett High School,Anchorage School District,2015,328,281,0.8567,0,1491,1491,Yes,77,19.6
-149.761286204,61.193251843,Anchorage,Baxter Elementary,Anchorage School District,2015,,,,382,0,382,No,29,14.6
-149.94033501,61.1254180160001,Anchorage,Bayshore Elementary,Anchorage School District,2015,,,,448,0,448,No,30,16.7
-149.749293654,61.084048565,Rabbit Creek,Bear Valley Elementary,Anchorage School District,2015,,,,380,0,380,No,27,16.3
-147.074480649,64.674686229,Harding-Birch Lakes,Ben Eielson Jr/Sr High School,Fairbanks North Star Borough School District,2015,42,38,0.9048,128,229,357,Yes,30,12.1
-149.759367922,61.1796290450001,Anchorage,Benson Secondary/S.E.A.R.C.H.,Anchorage School District,2015,119,37,0.3109,5,247,252,Yes,14,18.5
-150.138978826,61.704349489,Willow,Beryozova School,Matanuska-Susitna Borough School District,2015,0,0,,16,3,19,Yes,2,10.9
-161.770558516,60.8021066650001,Bethel,Bethel Regional High School,Lower Kuskokwim School District,2015,55,42,0.7636,207,294,501,Yes,35,14.4
-161.770558516,60.8021066650001,Bethel,Bethel Youth Facility,Lower Kuskokwim School District,2015,2,1,0.5,1,7,8,Yes,2,9
-149.819503918,61.5393022970001,Big Lake,Big Lake Elementary,Matanuska-Susitna Borough School District,2015,,,,461,0,461,No,27,17.4
-149.273776277,61.5981189820001,Wasilla,Birchtree Charter School,Matanuska-Susitna Borough School District,2015,,,,360,0,360,No,24,16
-149.531744118,61.374220006,Birchwood,Birchwood ABC Elementary,Anchorage School District,2015,,,,359,0,359,No,25,16.7
-160.194535351,62.649077538,Anvik,Blackwell School,Iditarod Area School District,2015,0,0,,11,1,12,Yes,3,4
-135.34452659,57.056236094,Sitka,Blatchley Middle School,Sitka School District,2015,,,,272,0,272,No,24,11.7
-149.845595052,61.1149325390001,Anchorage,Bowman Elementary,Anchorage School District,2015,,,,501,0,501,No,36,16.3
-166.487926322,65.333271353,Brevig Mission,Brevig Mission School,Bering Strait School District,2015,4,4,1.0,85,25,110,Yes,13,9.5
-157.00517662,58.7330769280001,Naknek,Bristol Bay Correspondence,Bristol Bay Borough School District,2015,0,0,,3,4,7,Yes,1,32.5
-157.00517662,58.7330769280001,South Naknek,Bristol Bay Middle/High School,Bristol Bay Borough School District,2015,8,5,0.625,16,43,59,Yes,8,8.8
-161.125514155,65.977964958,Buckland,Buckland School,Northwest Arctic Borough School District,2015,11,11,1.0,111,51,162,Yes,13,13.3
-149.494959134,61.5799759880001,Wasilla,Burchell High School,Matanuska-Susitna Borough School District,2015,136,50,0.3676,0,285,285,Yes,16,20.7
-149.006088115,61.5364671140001,Knik River,Butte Elementary,Matanuska-Susitna Borough School District,2015,,,,305,0,305,No,20,15.7
-149.900822851,61.1547729650001,Anchorage,Campbell Elementary,(Not Available),2015,,,,362,0,362,No,(Not Available),(Not Available)
-148.895410986,63.3924269300001,Cantwell,Cantwell School,Denali Borough School District,2015,1,1,1.0,13,4,17,Yes,6,5.4
-149.889393142,61.208100179,Joint Base Elmendorf-Richardson,Central Middle School of Science,Anchorage School District,2015,,,,480,0,480,No,31,16.1
-151.83385261,59.776532553,Anchor Point,Chapman School,Kenai Peninsula Borough School District,2015,,,,103,0,103,No,13,9.1
-164.282456951,60.157566516,Chefornak,Chaputnguak School,Lower Kuskokwim School District,2015,7,4,0.5714,105,43,148,Yes,10,14.7
-131.577138094,55.1273490290001,Metlakatla,Charles R. Leask Sr. Middle School,Annette Island School District,2015,,,,67,0,67,No,7,15.4
-148.012362666,60.0655983360001,Chenega,Chenega Bay School,(Not Available),2015,0,0,,7,4,11,Yes,(Not Available),(Not Available)
-149.747393077,61.2047112600001,Anchorage,Chester Valley Elementary,Anchorage School District,2015,,,,235,0,235,No,21,14.6
-165.585852472,61.530999207,Chevak,Chevak School,Kashunamiut School District,2015,15,8,0.5333,239,83,322,Yes,24,13.3
-157.312956094,59.450284917,New Stuyahok,Chief Ivan Blunka School,Southwest Region School District,2015,14,13,0.9286,89,45,134,Yes,14,11.9
-164.037936291,59.9363886560001,Kipnuk,Chief Paul Memorial School,Lower Kuskokwim School District,2015,10,9,0.9,163,62,225,Yes,16,15
-158.414175609,56.301263889,Chignik,Chignik Bay School,Lake and Peninsula Borough School District,2015,1,0,0.0,12,4,16,Yes,2,7.8
-158.537760386,56.310428314,Chignik Lagoon,Chignik Lagoon School,Lake and Peninsula Borough School District,2015,1,1,1.0,7,3,10,Yes,3,5
-158.763081549,56.253733018,Chignik Lake,Chignik Lake School,Lake and Peninsula Borough School District,2015,6,6,1.0,5,10,15,Yes,2,7.7
-152.222813758,57.6179759070001,Chiniak,Chiniak School,Kodiak Island Borough School District,2015,,,,13,0,13,No,2,6.5
-149.939450289,61.1416084270001,Anchorage,Chinook Elementary,Anchorage School District,2015,,,,466,0,466,No,30,16.5
-147.752134197,64.8195763570001,Fairbanks,Chinook Montessori Charter School,Fairbanks North Star Borough School District,2015,,,,150,0,150,No,9,19.7
-149.890837304,61.210327105,Anchorage,Chugach Optional Elementary,Anchorage School District,2015,,,,258,0,258,No,17,17.2
-149.463902305,61.4005595680001,Peters Creek,Chugiak Elementary,Anchorage School District,2015,,,,427,0,427,No,29,16.4
-149.536243275,61.369951874,Joint Base Elmendorf-Richardson,Chugiak High School,Anchorage School District,2015,249,227,0.9116,0,1086,1086,Yes,55,20.1
-144.066776071,65.826648891,Circle,Circle School,Yukon Flats School District,2015,2,2,1.0,15,7,22,Yes,2,10.6
-149.811084159,61.2226176180001,Joint Base Elmendorf-Richardson,Clark Middle School,Anchorage School District,2015,,,,1010,0,1010,No,59,17.2
-162.719574371,55.2047243260001,Cold Bay,Cold Bay School,Aleutians East Borough School District,2015,0,0,,5,0,5,No,1,4.8
-149.783169556,61.1926778480001,Anchorage,College Gate Elementary,Anchorage School District,2015,,,,354,0,354,No,23,16.5
-149.212544217,61.608262563,Lakes,Colony High School,Matanuska-Susitna Borough School District,2015,251,236,0.9402,0,1128,1128,Yes,52,25.5
-149.219582333,61.608915552,Lakes,Colony Middle School,Matanuska-Susitna Borough School District,2015,,,,664,0,664,No,36,20.6
-151.06842857,60.4909289240001,Soldotna,Connections,Kenai Peninsula Borough School District,2015,112,72,0.6429,424,310,734,Yes,19,60.1
-149.808429511,60.494874458,Sunrise,Cooper Landing School,Kenai Peninsula Borough School District,2015,0,0,,17,2,19,Yes,2,9.4
-145.759364604,60.540613428,Cordova,Cordova Jr/Sr High School,Cordova City School District,2015,25,23,0.92,62,104,166,Yes,13,15.6
-145.759756813,60.5406010890001,Cordova,Cordova School District Innovative Learning,Cordova City School District,2015,0,0,,1,3,4,Yes,3,8.3
-149.359957612,61.5891344980001,Wasilla,Cottonwood Creek Elementary,Matanuska-Susitna Borough School District,2015,,,,465,0,465,No,28,17.3
-133.137453642,55.475522519,Craig,Craig Elementary,Craig City School District,2015,,,,139,0,139,No,13,13.2
-133.128441419,55.4885025830001,Craig,Craig High School,Craig City School District,2015,28,21,0.75,0,82,82,Yes,12,9.2
-133.137292709,55.476290195,Craig,Craig Middle School,Craig City School District,2015,,,,65,0,65,No,10,10.7
-147.072319963,64.6725988920001,Moose Creek,Crawford Elementary,Fairbanks North Star Borough School District,2015,,,,265,0,265,No,15,17.9
-149.74214981,61.216353482,Anchorage,Creekside Park Elementary,Anchorage School District,2015,,,,415,0,415,No,30,14.8
-149.759367922,61.1796290450001,Anchorage,Crossroads School,Anchorage School District,2015,18,5,0.2778,0,30,30,Yes,4,15.4
-159.244998141,61.571941182,Chuathbaluk,Crow Village Sam School,Kuspuk School District,2015,1,1,1.0,26,7,33,Yes,3,15.1
-147.397176395,66.3603501970001,Beaver,Cruikshank School,Yukon Flats School District,2015,0,0,,5,3,8,Yes,1,10
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,Nenana City School District,2015,175,29,0.1657,360,472,832,Yes,11,151.2
-160.065750998,62.9056522280001,Grayling,David Louis Memorial School,Iditarod Area School District,2015,2,1,0.5,40,10,50,Yes,3,16
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,Northwest Arctic Borough School District,2015,13,8,0.6154,204,76,280,Yes,20,15.4
-162.719717761,66.0748371190001,Deering,Deering School,Northwest Arctic Borough School District,2015,4,4,1.0,29,10,39,Yes,4,14.7
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,Delta/Greely School District,2015,,,,219,0,219,No,17,14.3
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,Delta/Greely School District,2015,10,7,0.7,59,29,88,Yes,1,182.9
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,Fairbanks North Star Borough School District,2015,,,,389,0,389,No,26,15.9
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,Anchorage School District,2015,,,,404,0,404,No,27,15.8
-149.014222597,63.8731108750001,Healy,Denali PEAK,Denali Borough School District,2015,29,5,0.1724,516,155,671,Yes,7,150.1
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,Dillingham City School District,2015,,,,1,1,2,Yes,1,40
-158.467053625,59.0436233040001,Dillingham,Dillingham Elementary,Dillingham City School District,2015,,,,209,0,209,No,22,10.4
-158.464747569,59.042321352,Dillingham,Dillingham Middle/High School,Dillingham City School District,2015,36,27,0.75,104,148,252,Yes,28,10.1
-149.934839529,61.142921243,Anchorage,Dimond High School,Anchorage School District,2015,387,347,0.8966,0,1698,1698,Yes,80,22.5
-168.951473066,65.758909171,Diomede,Diomede School,Bering Strait School District,2015,2,2,1.0,15,4,19,Yes,3,9.4
-149.56501663,61.335617659,McGrath,Distance Learning/Corresp. Ctr.,Iditarod Area School District,2015,6,2,0.3333,89,33,122,Yes,4,35.9
-144.058880104,63.65794054,Dot Lake,Dot Lake School,Alaska Gateway School District,2015,3,3,1.0,6,5,11,Yes,2,12.2
-134.514498392,58.3629890350001,Thane,Dzantik'i Heeni Middle School,Juneau School District,2015,,,,490,0,490,No,31,16.2
-149.579561105,61.319076018,Eagle River,Eagle Academy Charter School,Anchorage School District,2015,,,,177,0,177,No,12,18.9
-141.202670551,64.786855148,Eagle Village,Eagle Community School,Alaska Gateway School District,2015,0,0,,25,2,27,Yes,2,8.8
-149.569690079,61.31917558,Eagle River,Eagle River Elementary,Anchorage School District,2015,,,,389,0,389,No,30,14.9
-149.572571535,61.2982587020001,Eagle River,Eagle River High School,Anchorage School District,2015,181,172,0.9503,0,831,831,Yes,41,21.6
-166.53011348,53.872837502,Unalaska,Eagle's View Elementary School,Unalaska City School District,2015,,,,203,0,203,No,20,12.4
-152.367568383,57.8050437700001,Kodiak,East Elementary,Kodiak Island Borough School District,2015,,,,277,0,277,No,17,16.8
-149.804991646,61.1997721970001,Anchorage,East High School,Anchorage School District,2015,468,381,0.8141,0,2161,2161,Yes,110,20.2
-156.743840024,71.298455892,Utqiagvik,Eben Hopson Middle School,North Slope Borough School District,2015,,,,221,0,221,No,17,13.2
-162.025821073,60.2158489810001,Eek,Eek School,Lower Kuskokwim School District,2015,11,7,0.6364,75,33,108,Yes,11,12.9
-147.840520381,64.8477144940001,Fairbanks,Effie Kokrine Charter School,Fairbanks North Star Borough School District,2015,24,17,0.7083,49,108,157,Yes,11,14.2
-157.376171256,58.2110949020001,Egegik,Egegik School,Lake and Peninsula Borough School District,2015,2,1,0.5,4,4,8,Yes,3,5.1
-157.704333837,64.8815899140001,Koyukuk,Ella B. Vernetti School,Yukon-Koyukuk School District,2015,,,,15,0,15,No,3,6.7
-164.529067669,62.778791045,Emmonak,Emmonak School,Lower Yukon School District,2015,15,8,0.5333,171,63,234,Yes,15,15.4
-132.374909432,56.4725764980001,Wrangell,Evergreen Elementary,Wrangell Public School District,2015,,,,124,0,124,No,10,14.6
-165.407642198,64.5422562320001,Nome,Extensions Correspondence,Nome School District,2015,1,0,0.0,12,1,13,Yes,1,130
-147.692754975,64.8469044560001,Fairbanks,Fairbanks B.E.S.T.,Fairbanks North Star Borough School District,2015,36,15,0.4167,99,135,234,Yes,1,233.8
-149.856005265,61.2102004170001,Anchorage,Fairview Elementary,Anchorage School District,2015,,,,419,0,419,No,30,15.1
-163.411929204,54.854852991,False Pass,False Pass School,Aleutians East Borough School District,2015,0,0,,11,4,15,Yes,2,7.5
-149.889859559,61.1797689370001,Anchorage,Family Partnership Charter School,Anchorage School District,2015,83,44,0.5301,272,271,543,Yes,17,61.8
-131.677967669,55.3535714290001,Ketchikan,Fast Track,Ketchikan Gateway Borough School District,2015,20,4,0.2,46,33,79,Yes,4,24.3
-131.569415499,55.3119500230001,Pennock Island,Fawn Mountain Elementary,Ketchikan Gateway Borough School District,2015,,,,243,0,243,No,21,11.9
-149.304389089,61.6090130690001,Wasilla,Finger Lake Elementary,Matanuska-Susitna Borough School District,2015,,,,255,0,255,No,18,15
-149.546964354,61.3435658930001,Anchorage,Fire Lake Elementary,Anchorage School District,2015,,,,325,0,325,No,26,14.9
-151.568344903,59.643761963,Homer,Fireweed Academy,Kenai Peninsula Borough School District,2015,,,,103,0,103,No,10,12.1
-134.568192528,58.3880562850001,Juneau,Floyd Dryden Middle School,Juneau School District,2015,,,,515,0,515,No,31,16.7
-149.847648513,61.136594562,Anchorage,FOCUS Homeschool,Chugach School District,2015,15,12,0.8,155,64,219,Yes,4,53.9
-145.73199,63.9555500000001,Fort Greely,Fort Greely School,Delta/Greely School District,2015,,,,278,0,278,No,18,16.8
-145.252468554,66.564421818,Fort Yukon,Fort Yukon School,Yukon Flats School District,2015,10,9,0.9,75,29,104,Yes,15,7.2
-149.324825781,61.5483503350001,Wasilla,Fred and Sara Machetanz Elementary School,Matanuska-Susitna Borough School District,2015,,,,415,0,415,No,25,16.9
-156.754241631,71.291202851,Utqiagvik,Fred Ipalook Elementary,North Slope Borough School District,2015,,,,533,0,533,No,36,15.1
-149.35745729,61.605753006,Wasilla,Fronteras Charter School,Matanuska-Susitna Borough School District,2015,,,,249,0,249,No,16,16.5
-149.891207735,61.1947351520001,Anchorage,Frontier Charter School,Anchorage School District,2015,48,29,0.6042,94,173,267,Yes,2,133.5
-156.954343331,64.7417917920001,Galena,Galena Interior Learning Academy (GILA),Galena City School District,2015,47,41,0.8723,0,216,216,Yes,15,14.9
-171.715218573,63.7768756500001,Gambell,Gambell School,Bering Strait School District,2015,16,13,0.8125,133,42,175,Yes,19,10.5
-134.401101179,58.2793941410001,Douglas,Gastineau Elementary,(Not Available),2015,,,,309,0,309,No,(Not Available),(Not Available)
-146.35982159,61.138251563,Valdez,George H. Gilson Middle School,Valdez City School District,2015,,,,153,0,153,No,16,14
-160.347298303,61.532523487,Lower Kalskag,George Morgan Sr. H.S.,Kuspuk School District,2015,6,3,0.5,23,35,58,Yes,5,12.9
-144.860566466,63.8604775430001,Gold Sand Acres,Gerstle River School,Delta/Greely School District,2015,1,1,1.0,22,7,29,Yes,2,14.5
-149.127519663,60.9686191340001,Portage,Girdwood School,Anchorage School District,2015,,,,189,0,189,No,17,14.6
-134.571533118,58.3830031520001,Juneau,Glacier Valley Elementary,Juneau School District,2015,,,,390,0,390,No,29,15.9
-147.726029756,61.79347155,Glacier View,Glacier View School,Matanuska-Susitna Borough School District,2015,1,1,1.0,22,6,28,Yes,5,5.7
-150.637191326,64.995888086,Manley Hot Springs,Gladys Dart School,Yukon-Koyukuk School District,2015,1,1,1.0,8,9,17,Yes,3,8.5
-161.770558516,60.8021066650001,Bethel,Gladys Jung Elementary,Lower Kuskokwim School District,2015,,,,325,0,325,No,19,17.2
-149.935356326,61.1572709000001,Anchorage,Gladys Wood Elementary,Anchorage School District,2015,,,,378,0,378,No,26,16.2
-145.527805648,62.112670757,Tolsona,Glennallen Elementary,Copper River School District,2015,,,,147,0,147,No,13,14.7
-145.527805648,62.112670757,Tazlina,Glennallen Jr/Sr High School,Copper River School District,2015,23,18,0.7826,49,91,140,Yes,10,20.4
-149.778340193,61.0780692160001,Anchorage,Goldenview Middle School,Anchorage School District,2015,,,,700,0,700,No,41,17.4
-149.61117012,61.540545416,Point MacKenzie,Goose Bay Elementary,Matanuska-Susitna Borough School District,2015,,,,452,0,452,No,25,18.6
-149.870510856,61.2336399760001,Anchorage,Government Hill Elementary,Anchorage School District,2015,,,,441,0,441,No,29,16.7
-149.548424415,61.3066669300001,Joint Base Elmendorf-Richardson,Gruening Middle School,Anchorage School District,2015,,,,600,0,600,No,32,19.1
-135.710421728,58.4188610840001,Gustavus,Gustavus School,Chatham School District,2015,3,2,0.6667,52,13,65,Yes,8,11.3
-156.588255084,61.7871561910001,Stony River,Gusty Michael School,Kuspuk School District,2015,0,0,,12,2,14,Yes,2,11.2
-135.452966947,59.2345043130001,Lutak,Haines Elementary,Haines Borough School District,2015,,,,177,0,177,No,16,12.8
-135.452966947,59.2345043130001,Lutak,Haines High School,Haines Borough School District,2015,23,20,0.8696,0,87,87,Yes,13,10.8
-135.452966947,59.2345043130001,Haines,Haines Home School,Haines Borough School District,2015,0,0,,12,0,12,No,1,56.5
-149.830594838,61.1303820000001,Anchorage,Hanshew Middle School,Anchorage School District,2015,,,,739,0,739,No,46,16.9
-134.425642807,58.303132669,Thane,Harborview Elementary,Juneau School District,2015,,,,485,0,485,No,35,17.1
-143.615923293,70.127577451,Kaktovik,Harold Kaveolook School,North Slope Borough School District,2015,4,3,0.75,38,18,56,Yes,8,6.9
-146.374406161,61.1327048730001,Valdez,Hermon Hutchens Elementary,Valdez City School District,2015,,,,271,0,271,No,22,13
-170.476739188,63.6964648750001,Savoonga,Hogarth Kingeekuk Sr. Memorial School,Bering Strait School District,2015,14,8,0.5714,158,49,207,Yes,22,10.5
-132.650042013,55.4822367960001,Hollis,Hollis School,Southeast Island School District,2015,0,0,,12,2,14,Yes,4,7.9
-159.76840674,62.2006099590001,Holy Cross,Holy Cross School,(Not Available),2015,1,1,1.0,27,14,41,Yes,(Not Available),(Not Available)
-134.426662987,58.3035103060001,Juneau,HomeBRIDGE,Juneau School District,2015,20,5,0.25,23,33,56,Yes,1,109
-151.519270677,59.6497795990001,Homer,Homer Flex School,Kenai Peninsula Borough School District,2015,16,6,0.375,0,31,31,Yes,6,7.7
-151.527965868,59.6517259120001,Kachemak,Homer High School,Kenai Peninsula Borough School District,2015,100,91,0.91,0,407,407,Yes,40,14.3
-151.555093006,59.643273096,Diamond Ridge,Homer Middle School,Kenai Peninsula Borough School District,2015,,,,199,0,199,No,17,14.4
-149.546643546,61.31492697,Eagle River,Homestead Elementary,Anchorage School District,2015,,,,297,0,297,No,22,16.2
-135.442680545,58.1086472200001,Hoonah,Hoonah Elementary,Hoonah City School District,2015,,,,62,0,62,No,9,10.7
-135.442680545,58.1086472200001,Hoonah,Hoonah Jr/Sr High School,Hoonah City School District,2015,6,5,0.8333,15,37,52,Yes,8,8.3
-166.096075059,61.5217655600001,Hooper Bay,Hooper Bay School,Lower Yukon School District,2015,20,15,0.75,323,108,431,Yes,31,13.6
-149.622251849,60.9179345920001,Hope,Hope School,Kenai Peninsula Borough School District,2015,1,1,1.0,19,3,22,Yes,6,9.7
-131.682668805,55.355299222,Ward Cove,Houghtaling Elementary,Ketchikan Gateway Borough School District,2015,,,,321,0,321,No,25,13.1
-149.76966475,61.5899756800001,Houston,Houston High School,Matanuska-Susitna Borough School District,2015,72,57,0.7917,0,385,385,Yes,24,19.5
-149.77240826,61.5869835130001,Houston,Houston Middle School,Matanuska-Susitna Borough School District,2015,,,,323,0,323,No,22,16.9
-132.827971678,56.0141448630001,Coffman Cove,Howard Valentine Coffman Cove School,Southeast Island School District,2015,6,6,1.0,11,13,24,Yes,5,8.3
-149.808146146,61.1113269040001,Anchorage,Huffman Elementary,Anchorage School District,2015,,,,385,0,385,No,24,16.7
-147.730023365,64.8324341470001,Fairbanks,Hunter Elementary,Fairbanks North Star Borough School District,2015,,,,318,0,318,No,21,17.8
-147.815934414,64.8503059320001,Fairbanks,Hutchison High School,Fairbanks North Star Borough School District,2015,70,68,0.9714,0,387,387,Yes,25,15.4
-132.82605129,55.2071083050001,Hydaburg,Hydaburg School,Hydaburg City School District,2015,2,1,0.5,53,17,70,Yes,11,8.8
-130.025533018,55.9157571750001,Hyder,Hyder School,Southeast Island School District,2015,0,0,,7,3,10,Yes,1,9.5
-149.438218452,61.589624223,Wasilla,Iditarod Elementary,Matanuska-Susitna Borough School District,2015,,,,306,0,306,No,24,13.9
-155.903561779,59.325348128,Igiugig,Igiugig School,Lake and Peninsula Borough School District,2015,0,0,,9,5,14,Yes,3,6.7
-149.906773691,61.2101961070001,Anchorage,Inlet View Elementary,Anchorage School District,2015,,,,234,0,234,No,19,15.8
-159.532797686,62.654741975,Shageluk,Innoko River School,Iditarod Area School District,2015,0,0,,14,1,15,Yes,4,7
-147.7685925,64.8129324910001,Galena,Interior Distance Education of Alaska (IDEA),Galena City School District,2015,264,190,0.72,2866,1018,3884,Yes,37,118.7
-157.170408924,61.7026810340001,Sleetmute,Jack Egnaty Sr. School,Kuspuk School District,2015,1,1,1.0,13,4,17,Yes,3,7.6
-166.366998864,65.263650704,Teller,James C. Isabell School,Bering Strait School District,2015,7,7,1.0,46,23,69,Yes,11,8.3
-156.389227456,65.7018061210001,Huslia,Jimmy Huntington School,Yukon-Koyukuk School District,2015,7,3,0.4286,47,27,74,Yes,10,8
-162.276409809,60.8573024790001,Atmautluak,Joann A. Alexie Memorial School,Lower Kuskokwim School District,2015,7,3,0.4286,78,25,103,Yes,9,12.4
-146.414213257,67.0155829490001,Venetie,John Fredson School,Yukon Flats School District,2015,3,0,0.0,40,17,57,Yes,4,14.1
-149.357789023,61.6271567270001,Wasilla,John Shaw Elementary,Matanuska-Susitna Borough School District,2015,,,,395,0,395,No,24,17
-158.105839655,61.870425626,Crooked Creek,Johnnie John Sr. School,Kuspuk School District,2015,2,2,1.0,8,7,15,Yes,3,6.7
-154.255597264,66.048896556,Hughes,Johnny Oldman School,Yukon-Koyukuk School District,2015,2,2,1.0,8,3,11,Yes,3,5.5
-134.467889196,58.3288861520001,Juneau,Johnson Youth Center,Juneau School District,2015,6,3,0.5,0,8,8,Yes,2,20
-160.317622343,61.544999153,Upper Kalskag,Joseph S. & Olinga Gregory Elementary,Kuspuk School District,2015,,,,51,0,51,No,4,12.9
-147.723885515,64.8607416070001,Farmers Loop,Joy Elementary,Fairbanks North Star Borough School District,2015,,,,431,0,431,No,28,16.3
-162.585830837,66.9016856330001,Kotzebue,June Nelson Elementary,Northwest Arctic Borough School District,2015,,,,341,0,341,No,22,15.6
-134.427840252,58.3039216550001,Juneau,Juneau Community Charter School,Juneau School District,2015,,,,100,0,100,No,7,18.6
-134.429724872,58.305305376,Thane,Juneau-Douglas High School,Juneau School District,2015,151,132,0.8742,0,655,655,Yes,40,18.2
-151.074093501,59.7946704760001,Kachemak Selo,Kachemak Selo School,Kenai Peninsula Borough School District,2015,3,3,1.0,41,16,57,Yes,12,8.4
-133.947172158,56.977245843,Kake,Kake Elementary & High School,Kake City School District,2015,5,4,0.8,85,25,110,Yes,16,9.8
-151.279035531,60.5683226460001,Kenai,Kaleidoscope School of Arts & Science,Kenai Peninsula Borough School District,2015,,,,253,0,253,No,17,15.7
-163.009168494,69.7431215710001,Point Lay,Kali School,North Slope Borough School District,2015,5,2,0.4,62,13,75,Yes,9,8.4
-151.142544,60.487762515,Kalifornsky,Kalifornsky Beach Elementary,Kenai Peninsula Borough School District,2015,,,,383,0,383,No,27,15.3
-158.723753052,64.3246685710001,Kaltag,Kaltag School,Yukon-Koyukuk School District,2015,0,0,,19,1,20,Yes,4,7
-154.436862212,57.562558165,Karluk,Karluk School,Kodiak Island Borough School District,2015,1,1,1.0,7,3,10,Yes,3,5
-149.808212527,61.158346276,Anchorage,Kasuun Elementary,Anchorage School District,2015,,,,425,0,425,No,27,18.1
-135.350490583,57.0643556900001,Sitka,Keet Gooshi Heen Elementary,Sitka School District,2015,,,,399,0,399,No,30,13.2
-151.253824626,60.5539022410001,Soldotna,Kenai Alternative High School,Kenai Peninsula Borough School District,2015,44,19,0.4318,0,66,66,Yes,11,9.8
-151.213033101,60.5613139930001,Kenai,Kenai Central High School,Kenai Peninsula Borough School District,2015,114,103,0.9035,0,511,511,Yes,43,15.2
-151.206223696,60.5628576060001,Kenai,Kenai Middle School,Kenai Peninsula Borough School District,2015,,,,383,0,383,No,25,17.2
-145.007698909,61.726578756,Tonsina,Kenny Lake School,Copper River School District,2015,5,4,0.8,53,25,78,Yes,9,11.9
-161.435797149,60.8122040480001,Kwethluk,Ket'acik/Aapalluk Memorial School,Lower Kuskokwim School District,2015,8,0,0.0,189,56,245,Yes,16,15.3
-131.640136976,55.3474823760001,Ward Cove,Ketchikan Charter School,Ketchikan Gateway Borough School District,2015,,,,166,0,166,No,13,13.8
-131.677967669,55.3535714290001,Pennock Island,Ketchikan High School,Ketchikan Gateway Borough School District,2015,141,127,0.9007,0,646,646,Yes,38,16.8
-131.685257464,55.354891036,Ketchikan,Ketchikan Regional Youth Facility,Ketchikan Gateway Borough School District,2015,2,1,0.5,0,6,6,Yes,1,10
-160.437291751,66.9717351510001,Kiana,Kiana School,Northwest Arctic Borough School District,2015,9,8,0.8889,88,33,121,Yes,9,14.8
-156.756972119,71.300272168,Utqiagvik,Kiita Learning Community,North Slope Borough School District,2015,24,10,0.4167,0,39,39,Yes,4,10.8
